stazione,idStazione,idRegione
VEROLANUOVA,S01903,Lombardia
VEROLENGO,S00170,Piemonte
VERONA CA` DI DAVID,S02061,Veneto
VERONA PARONA,S02058,
VERONA PORTA VESCOVO,S02433,Veneto
VERRES,S00145,Valle d'Aosta
VERZUOLO,S00701,Piemonte
VESPOLATE,S00031,Piemonte
VESPRI,S12135,Sicilia
VETRALLA,S08309,Lazio
VEZZANO LIGURE,S06171,Liguria
VIA CAMPANA,S09114,
VIA CHIARI,S06064,
VIADANA BRESCIANA,S01842,Lombardia
VIAREGGIO,S06040,Toscana
VIBO MARINA,S11754,Calabria
VIBO VALENZIA PIZZO,S11789,Calabria
VICARELLO,S06017,Toscana
VICCHIO,S06700,Toscana
VICENZA,S02446,Veneto
VICO MATRINO,S08310,Lazio
VICOFERTILE,S06150,Emilia Romagna
VICOFORTE SAN MICHELE,S00953,Piemonte
VICOVARO,S08511,Lazio
VIDALENGO,S01709,Lombardia
VIETRI SUL MARE,S09817,Campania
VIEVOLA,S00618,
VIGARANO PIEVE,S05166,
VIGEVANO,S01061,Lombardia
VIGLIANO CANDELO,S00977,Piemonte
VIGLIANO D`ABRUZZO,S07412,Abruzzo
VIGLIANO D`ASTI,S00802,Piemonte
VIGNA DI VALLE,S08316,Lazio
VIGNALE,S00021,Piemonte
VIGNALE RIOTORTO,S06032,Toscana
VIGNATE,S01704,Lombardia
VIGODARZERE,S02528,Veneto
VIGONE,S00542,Piemonte
VIGONZA PIANIGA,S02586,Veneto
VILLA BONELLI,S08399,Lazio
VILLA CADE`,S05022,Emilia Romagna
VILLA CASTELLI,S11608,Puglia
VILLA CLAUDIA,S08714,Lazio
VILLA DEL CONTE,S02523,Veneto
VILLA DI TIRANO,S01439,Lombardia
VILLA LITERNO,S09003,Campania
VILLA OPICINA,S03466,Friuli-Venezia Giulia
VILLA ORTENSIA,S09024,
VILLA RAVERIO,S01487,Lombardia
VILLA S.G.CANNITELLO,S11773,Calabria
VILLA S.MARIA,S07995,
VILLA SAN GIOVANNI,S11774,Calabria
VILLA SAN MICHELE,S08555,
VILLA SAN SEBASTIANO,S08523,Abruzzo
VILLABARTOLOMEA,S02367,Veneto
VILLABASSA - BRAIES,S02112,Trentino Alto Adige
VILLABATE,S12006,Sicilia
VILLADOSSOLA,S00001,Piemonte
VILLAFRANCA - BAGNONE,S06166,Toscana
VILLAFRANCA C.,S00459,Piemonte
VILLAFRANCA DI VERONA,S02331,Veneto
VILLAFRANCA P.,S00543,Piemonte
VILLAFRANCA TIRRENA,S12050,Sicilia
VILLALBA,S12233,Sicilia
VILLAMAGGIORE,S01802,Lombardia
VILLAMASSARGIA DOMUSNOVAS,S12952,Sardegna
VILLANOVA,S00458,Piemonte
VILLANOVA - GROSSO,S00092,
VILLANOVA DI REGGIOLO,S02345,Emilia Romagna
VILLANOVA D`ARDA,S01962,Emilia Romagna
VILLANOVA D`ARDENGHI,S00278,Lombardia
VILLAPIANA LIDO,S11809,Calabria
VILLAPIANA TORRE CERCHIARA,S11810,Calabria
VILLAROSA,S12237,Sicilia
VILLASANTA,S01481,Lombardia
VILLASOR,S12887,Sardegna
VILLASPECIOSA UTA,S12956,Sardegna
VILLASTELLONE,S00600,Piemonte
VILLAVERLA MONTECCHIO,S02145,Veneto
VILLAZZANO,S02300,Trentino Alto Adige
VILLENEUVE,S00135,Valle d'Aosta
VILLETTA,S08711,Lazio
VILLETTA MALAGNINO,S01916,Lombardia
VILLETTA S. ROMANO,S06322,Toscana
VILPIANO-NALLES,S02222,Trentino Alto Adige
VINCHIATURO,S09457,Molise
VIPITENO,S02006,Trentino Alto Adige
VISANO,S01844,Lombardia
VISONE,S04100,Piemonte
VITERBO PORTA ROMANA,S08306,Lazio
VITTORIA,S12410,Sicilia
VITTORIO VENETO,S02733,Veneto
VITTUONE ARLUNO,S01042,Lombardia
VITULANO FOGLIANISE,S09310,Campania
VITUSO,S12391,Sicilia
VIZZINI,S12273,Sicilia
VOGHERA,S01807,Lombardia
VOGOGNA OSSOLA,S01008,Piemonte
VOLPIANO,S00880,
VOLTANA,S05807,Emilia Romagna
VOLTERRA SALINE - POMARANCE,S06753,Toscana
VRBOVEC,S73110,
VRTOJBA,S03299,
X,S00000,
Y,S99999,
ZAGAROLO,S08652,Lazio
ZAMARDI,S03392,
ZAMBRA,S06425,Toscana
ZAMBRONE,S11758,Calabria
ZAPPULLA,S12029,Sicilia
ZERBINATE,S05163,
ZINASCO NUOVO,S00401,Lombardia
ZOAGLI,S04721,Liguria
ZURICH ALTSTETTEN,S03001,
